,WTS,YR,DOY,RAD,MINT,MAXT,VPR,WIND,RAIN,AHA,OKTA
3930,1,2008,3930,8875,4.5,12.4,0.778,2.3,0.2,0.5930407,5.022421
3931,1,2008,3931,12163,0.2,16.2,0.843,2.8,0.2,0.5998016,2.476339
3932,1,2008,3932,4134,11,16.9,1.233,2.1,3,0.6067352,7.440382
3933,1,2008,3933,7844,8.6,23,1.318,2.2,1,0.613845,5.3027
3934,1,2008,3934,3411,12.6,14.3,1.403,2.3,27,0.5977256,7.700121
3935,1,2008,3935,3670,9.9,13.5,1.323,2,0.2,0.604523,7.565514
3936,1,2008,3936,5796,11.3,18.6,1.363,0.9,0.2,0.6114829,6.39896
3937,1,2008,3937,10614,7.8,22,1.323,1.2,0.2,0.6186082,2.697334
3938,1,2008,3938,10703,7.8,23.2,1.348,1.2,0.2,0.6259017,2.453494
3939,1,2008,3939,7671,9.3,22.5,1.478,0.9,0,0.6333662,4.882407
3940,1,2008,3940,9009,11,22.7,1.608,0.9,0.2,0.6410042,3.624996
3941,1,2008,3941,3883,13.5,17.9,1.583,1.8,6,0.6488184,7.261408
3942,1,2008,3942,4618,12.4,16.7,1.418,2.6,7,0.656811,6.812548
3943,1,2008,3943,8141,6.3,13.5,0.958,2.2,0.2,0.6388855,4.256665
3944,1,2008,3944,8345,0.3,13.6,0.808,1.2,0.2,0.6464759,4.028973
3945,1,2008,3945,10299,0.1,16.1,0.883,0.8,0.4,0.6542244,1.956452
3946,1,2008,3946,6814,3.9,20.6,1.303,1.9,0.2,0.662132,4.981743
3947,1,2008,3947,3560,13.5,18.3,1.428,3,32,0.6701993,7.25979
3948,1,2008,3948,2939,7.4,7.5,0.958,3.5,5.2,0.6784269,7.628377
3949,1,2008,3949,5518,2.9,10.2,0.858,1.7,0,0.6868149,5.905221
3950,1,2008,3950,4723,4.1,12.1,0.978,0.8,0.2,0.6953632,6.414483
3951,1,2008,3951,7451,5.3,13.7,0.963,1.6,0.4,0.7040714,3.983273
3952,1,2008,3952,8836,0.6,16.5,0.873,0.9,0,0.7129386,2.406363
3953,1,2008,3953,2975,5.5,10.4,1.053,1.7,6,0.6923149,7.461995
3954,1,2008,3954,3170,6.5,8.7,0.938,1.8,0,0.700639,7.320038
3955,1,2008,3955,3464,3.5,6.1,0.783,2.5,0,0.7090916,7.109906
3956,1,2008,3956,4652,2.2,6.6,0.733,3.6,1.2,0.7176699,6.17895
3957,1,2008,3957,3940,4.7,10.3,0.963,1.8,9,0.7263706,6.649199
3958,1,2008,3958,4390,7,16.9,1.093,2.8,36,0.7351898,6.202005
3959,1,2008,3959,4026,7.6,13.4,1.138,1.4,1.4,0.7441232,6.447757
3960,1,2008,3960,6374,7.7,17.3,1.018,2.1,0,0.7531658,4.071591
3961,1,2008,3961,3280,4.7,12,1.058,1.8,5,0.7623121,6.9753
3962,1,2008,3962,2814,8.5,13.6,1.123,1.8,0.2,0.7715559,7.288625
3963,1,2008,3963,2652,6.9,11.7,1.078,1.2,0.4,0.7808905,7.382916
3964,1,2008,3964,5077,7.7,13.5,1.078,1.4,0.4,0.7903083,5.113546
3965,1,2008,3965,5930,4.7,14.3,0.993,1,0.2,0.7651079,4.057832
3966,1,2008,3966,2923,5.6,14.8,1.098,3,0,0.773748,7.071913
3967,1,2008,3967,4138,8.9,16.7,1.113,4.6,0,0.7824279,5.890722
3968,1,2008,3968,2152,11.6,14.3,1.068,2.7,1,0.7911379,7.625147
3969,1,2008,3969,4521,4.3,12.5,0.913,1.1,0.6,0.799868,5.39414
3970,1,2008,3970,4543,3.7,9.4,0.798,3.6,0.2,0.8086072,5.332678
3971,1,2008,3971,6021,0.2,7.5,0.698,3.2,0,0.8173439,3.410407
3972,1,2008,3972,3885,1.6,6.9,0.808,2.8,0.8,0.8260659,5.933692
3973,1,2008,3973,2133,5.9,9.3,1.043,2.3,0.4,0.8347603,7.52681
3974,1,2008,3974,3217,8.3,11,0.988,2.4,2.2,0.8434135,6.501528
3975,1,2008,3975,2069,5,9.2,0.973,1.8,2,0.8520114,7.541771
3976,1,2008,3976,2335,5.9,10.1,0.968,2,0.2,0.8605392,7.288246
3977,1,2008,3977,2587,4.5,9.2,0.928,2.2,0.2,0.8689813,7.031349
3978,1,2008,3978,2153,5.9,10.7,1.003,4.1,4,0.877322,7.399995
3979,1,2008,3979,3464,2.8,4.3,0.653,3.4,2,0.8456998,6.090244
3980,1,2008,3980,4166,-2.4,3.8,0.598,4.1,7,0.8529965,5.201512
3981,1,2008,3981,1950,0.7,5,0.723,2,1,0.8601484,7.551213
3982,1,2008,3982,2303,1,4.2,0.603,3.5,0,0.8671399,7.22424
3983,1,2008,3983,4084,-0.5,4.7,0.583,2.8,0,0.8739554,5.148444
3984,1,2008,3984,2267,-4.8,-0.3,0.513,0.7,0.2,0.8805792,7.230309
3985,1,2008,3985,1689,-3.6,-1.4,0.528,0.8,0,0.8869953,7.737052
3986,1,2008,3986,3212,-2.9,4.2,0.623,1.7,8.2,0.893188,6.121134
3987,1,2008,3987,3440,1.1,9.3,0.688,4.3,0,0.8991416,5.780139
3988,1,2008,3988,1583,2.1,4.3,0.713,2.1,1,0.9048404,7.773735
3989,1,2008,3989,3464,2.2,4.8,0.653,2.5,0,0.9102692,5.689271
3990,1,2008,3990,2090,-0.7,6.2,0.653,3.8,0.2,0.9154131,7.276272
3991,1,2008,3991,1959,1.1,6.7,0.778,4.7,8,0.9202576,7.377781
3992,1,2008,3992,3029,4.9,10.4,0.818,4.2,2.8,0.9247889,6.128111
3993,1,2008,3993,2595,4.2,8,0.788,3.1,2,0.9289936,6.651491
3994,1,2008,3994,4112,1.5,7.1,0.688,2.2,0,0.9328591,4.571507
3995,1,2008,3995,3062,-2.9,4.4,0.573,1.4,0.2,0.9363737,6.090979
3996,1,2008,3996,2638,-3.8,3.5,0.613,1.8,1.6,0.9395266,6.594129
3997,1,2008,3997,1506,-0.1,1.4,0.628,3.8,0,0.9423079,7.781193
3998,1,2008,3998,1712,0,2.8,0.583,3.2,0,0.9447088,7.58744
3999,1,2008,3999,3572,-4.6,-0.2,0.483,1.9,0,0.9467216,5.367168
4000,1,2008,4000,2100,-5.2,2.4,0.533,2.1,2.2,0.9483397,7.19054
4001,1,2008,4001,1667,1.4,4.6,0.683,1.6,2,0.949558,7.609484
4002,1,2008,4002,1996,-0.7,2.5,0.643,2.1,0,0.9503724,7.278084
4003,1,2008,4003,1375,0.1,1.2,0.633,2.3,0,0.9507803,7.885658
4004,1,2008,4004,1449,-0.5,0.7,0.593,1.9,2.2,0.9507803,7.822656
4005,1,2008,4005,2179,-0.5,4.2,0.703,2.3,3.6,0.9503724,7.07049
4006,1,2008,4006,2129,2.2,7.1,0.838,1.7,0.8,0.949558,7.108236
4007,1,2008,4007,1867,0.6,7.8,0.853,1.9,0.6,0.9483397,7.392304
4008,1,2008,4008,1629,5.7,9.5,0.978,1.8,0,0.9467216,7.624588
4009,1,2008,4009,1591,5.7,8.1,0.833,1.8,0,0.9447088,7.679092
4010,1,2008,4010,2152,2.1,8.6,0.783,2.1,0.2,0.9423079,7.114536
4011,1,2008,4011,1789,0.3,3.5,0.683,1.7,0.4,0.9395266,7.514082
4012,1,2008,4012,2285,0.7,5.6,0.648,4.1,0,0.9363737,7.010106
4013,1,2008,4013,4054,0.4,4.4,0.458,4,0,0.9328591,4.782722
4014,1,2008,4014,5092,-5.6,1.3,0.418,1.7,0,0.9289936,3.170037
4015,1,2008,4015,5001,-6.7,1.9,0.428,1.4,0,0.9247889,3.368652
4016,1,2008,4016,3833,-5.4,3.4,0.458,1.1,0.2,0.9202576,5.204732
4017,1,2008,4017,2071,-1,2.9,0.608,1.6,3,0.9154131,7.30825
4018,1,2008,4018,1721,0,4.4,0.733,1.6,2,0.9102692,7.641251
4019,1,2009,4019,1549,-1.4,0.2,0.568,2,0,0.9048404,7.821746
4020,1,2009,4020,1376,-0.7,-0.2,0.538,1.9,0,0.8991416,7.97763
4021,1,2009,4021,1259,-1.4,-1.2,0.453,2,0,0.893188,8
4022,1,2009,4022,5028,-7.1,-0.7,0.388,1.4,0,0.8869953,3.794279
4023,1,2009,4023,1915,-8.6,-3,0.398,1.3,0,0.8805792,7.580286
4024,1,2009,4024,1655,-4.8,-2.5,0.408,3,0,0.8739554,7.811561
4025,1,2009,4025,1781,-3.9,-2.9,0.363,3.8,0,0.8671399,7.72896
4026,1,2009,4026,4739,-9.2,-1,0.323,1.4,0,0.8601484,4.539681
4027,1,2009,4027,3382,-8.3,1.6,0.393,0.9,0,0.8529965,6.237645
4028,1,2009,4028,5666,-8.7,1.6,0.393,0.8,0,0.8456998,3.319972
4029,1,2009,4029,5897,-9.5,2.7,0.383,0.4,0.2,0.877322,3.079198
4030,1,2009,4030,4819,-9.8,1,0.388,0.6,0,0.8689813,4.684015
4031,1,2009,4031,5676,-8.6,3.2,0.423,0.5,0.2,0.8605392,3.581265
4032,1,2009,4032,3425,-5.2,6,0.608,1.3,0.2,0.8520114,6.345479
4033,1,2009,4033,3372,-0.6,1.1,0.578,1.8,0,0.8434135,6.452
4034,1,2009,4034,3293,-3,3.6,0.548,1.7,0.2,0.8347603,6.580667
4035,1,2009,4035,5794,-5,9,0.568,0.8,0.2,0.8260659,3.740201
4036,1,2009,4036,2580,-3.2,8.2,0.708,3.5,4,0.8173439,7.262179
4037,1,2009,4037,2313,3.1,10.1,0.818,4.8,0.8,0.8086072,7.490358
4038,1,2009,4038,4615,0.9,8.7,0.648,1.4,0,0.799868,5.411615
4039,1,2009,4039,3339,-1.1,6.5,0.633,1.2,0.6,0.7911379,6.732834
4040,1,2009,4040,3298,-3.5,4.1,0.643,3,6,0.7824279,6.807835
4041,1,2009,4041,3654,2.7,12.4,0.798,6.3,14,0.773748,6.507777
4042,1,2009,4042,2309,0.3,5.7,0.713,3.3,7,0.7651079,7.627265
4043,1,2009,4043,6577,-2.2,7.3,0.613,1.6,1,0.7903083,3.617851
4044,1,2009,4044,2611,-0.6,5.7,0.668,1.2,0,0.7808905,7.473557
4045,1,2009,4045,2512,-0.6,4.1,0.678,2.9,0.2,0.7715559,7.567088
4046,1,2009,4046,3099,1.1,3.9,0.583,2.1,0,0.7623121,7.201749
4047,1,2009,4047,7060,-5.3,3.5,0.483,0.9,0.2,0.7531658,3.622168
4048,1,2009,4048,6393,-6.1,3.1,0.478,1.2,0,0.7441232,4.465041
4049,1,2009,4049,4623,-4.4,4.2,0.528,1.3,0.2,0.7351898,6.173065
4050,1,2009,4050,2275,-1.5,1.4,0.538,1.7,0.4,0.7263706,7.844211
4051,1,2009,4051,3153,-0.4,7.3,0.683,2,2.4,0.7176699,7.317875
4052,1,2009,4052,1772,0.8,1.8,0.643,2.3,0.6,0.7090916,8
4053,1,2009,4053,4589,-4.1,6.9,0.668,1.3,5,0.700639,6.392541
4054,1,2009,4054,4810,1.2,13,0.828,2.8,0,0.6923149,6.243956
4055,1,2009,4055,2899,2.3,7.2,0.768,1.6,0.4,0.7129386,7.580761
4056,1,2009,4056,2549,0.9,4.7,0.648,3.9,0.2,0.7040714,7.809109
4057,1,2009,4057,3437,-0.2,2.4,0.538,3.5,0,0.6953632,7.357189
4058,1,2009,4058,3383,-3,6.9,0.653,4,0.2,0.6868149,7.403755
4059,1,2009,4059,4211,6.4,9.7,0.678,7,0.4,0.6784269,6.942475
4060,1,2009,4060,6050,0.3,5.3,0.578,3.3,0.4,0.6701993,5.766923
4061,1,2009,4061,4550,0,3.3,0.558,4.1,1,0.662132,6.840893
4062,1,2009,4062,2825,-1.9,1.8,0.558,1.9,0.4,0.6542244,7.807897
4063,1,2009,4063,4549,-0.8,3.2,0.498,3.2,0.2,0.6464759,6.938662
4064,1,2009,4064,9164,-4.9,3.2,0.418,2.6,0,0.6388855,3.727692
4065,1,2009,4065,4008,-5.2,1.8,0.458,1.6,0.6,0.656811,7.314758
4066,1,2009,4066,3184,-0.1,5.1,0.743,3.1,2.8,0.6488184,7.710491
4067,1,2009,4067,3220,4.4,5.6,0.703,2.5,0.2,0.6410042,7.720874
4068,1,2009,4068,8037,-4.6,4.4,0.423,2.1,0,0.6333662,5.026426
4069,1,2009,4069,9131,-4.4,8.1,0.488,1.6,0,0.6259017,4.289392
4070,1,2009,4070,6818,-0.3,7.4,0.628,2.9,0,0.6186082,5.912594
4071,1,2009,4071,3204,2.1,5,0.733,2.2,3.6,0.6114829,7.811239
4072,1,2009,4072,3103,3.2,6.3,0.803,2.5,1,0.604523,7.866825
4073,1,2009,4073,4037,3.5,7.5,0.688,3.5,0,0.5977256,7.504888
4074,1,2009,4074,11371,-3,8.5,0.578,1.2,0.2,0.613845,3.104095
4075,1,2009,4075,10500,-3.7,9.9,0.623,1.1,0.2,0.6067352,3.860288
4076,1,2009,4076,11823,1.3,12.2,0.698,2,0,0.5998016,2.949003
4077,1,2009,4077,13215,-1.1,15.8,0.723,2.4,0,0.5930407,1.968182
4078,1,2009,4078,5409,4.3,11.9,0.863,2.3,0.6,0.5864484,7.019753
4079,1,2009,4079,3378,5.8,8.2,0.888,1.3,0.6,0.5800211,7.884008
4080,1,2009,4080,8172,0.3,11.1,0.668,1.4,0.2,0.5737551,5.75522
4081,1,2009,4081,4496,0.1,8.8,0.678,4.4,3,0.5676466,7.521832
4082,1,2009,4082,5382,0.6,5.8,0.598,4,0,0.561692,7.203819
4083,1,2009,4083,6178,1,7.8,0.548,5.5,0,0.5762728,6.909324
4084,1,2009,4084,9427,-2.2,8.9,0.563,1.8,0,0.5700743,5.371054
4085,1,2009,4085,4982,3.1,11.3,0.778,3.8,2.6,0.5640389,7.424586
4086,1,2009,4086,9240,1.4,10.2,0.673,4.4,0.4,0.5581623,5.568897
4087,1,2009,4087,4225,2.2,7,0.778,3.2,5,0.5524405,7.741726
4088,1,2009,4088,8656,5.2,10.7,0.763,2.7,0,0.5468694,5.955115
4089,1,2009,4089,14347,-1.8,12.7,0.638,1.4,0.2,0.5414451,2.8609
4090,1,2009,4090,12894,1.8,15.1,0.778,1.2,0,0.5361638,3.804773
4091,1,2009,4091,13865,0.4,17.7,0.913,2.4,0,0.5310217,3.252676
4092,1,2009,4092,11786,7.1,14.3,0.798,3.4,0,0.5443308,4.6067
4093,1,2009,4093,15893,1.5,14.6,0.728,3,0.2,0.5389965,2.29925
4094,1,2009,4094,16484,0.6,15.9,0.758,2.1,0.2,0.5338076,2.026764
4095,1,2009,4095,16873,1.4,18.1,0.688,2.4,0,0.5287601,1.951689
4096,1,2009,4096,17168,-0.3,16,0.493,3.8,0,0.52385,2.035783
4097,1,2009,4097,14556,1.6,8.7,0.403,5.4,0,0.5190735,3.730146
4098,1,2009,4098,17030,-4.1,9.9,0.348,3.9,0,0.5144268,2.480513
4099,1,2009,4099,16841,-1.9,13.1,0.508,3.6,0,0.5099065,2.580053
4100,1,2009,4100,13432,-1.1,13.6,0.718,3.9,5.2,0.5055089,4.406135
4101,1,2009,4101,8417,2.6,7.9,0.658,5.3,0,0.5177908,6.646383
4102,1,2009,4102,6079,-1.5,8,0.693,4.3,1,0.5132406,7.452721
4103,1,2009,4103,7039,3.9,12.8,0.753,3.3,0.2,0.5088175,7.165763
4104,1,2009,4104,7900,7,13.8,0.893,3.5,5,0.5045179,6.886
4105,1,2009,4105,4969,5.7,9.1,0.833,2.5,3,0.5003382,7.809919
4106,1,2009,4106,14320,1.8,10.5,0.673,4,0.2,0.4962751,4.432129
4107,1,2009,4107,9522,-0.1,10.8,0.648,3.5,0,0.4923252,6.4572
4108,1,2009,4108,18729,0,14.9,0.733,3.3,0,0.4884854,2.338103
4109,1,2009,4109,15232,3.6,14.6,0.798,2.1,0.2,0.4847525,4.164153
4110,1,2009,4110,8169,2,13.3,0.868,1.7,0,0.4962234,6.962508
4111,1,2009,4111,8384,5.7,16.4,1.028,1.8,0.2,0.4923688,6.897988
4112,1,2009,4112,15069,1.9,16.9,0.948,1.9,0.2,0.4886243,4.385464
4113,1,2009,4113,17656,5.1,18.2,0.948,2.1,0,0.4849867,3.242321
4114,1,2009,4114,20317,3.5,22,0.873,3.3,0,0.4814532,2.007169
4115,1,2009,4115,5372,7.5,12.1,1.033,1.8,3.8,0.4780206,7.822247
4116,1,2009,4116,14299,6,16.6,0.963,1.6,0,0.4746861,4.939506
4117,1,2009,4117,20479,3.2,20.9,0.938,2.4,0.2,0.4714471,2.169585
4118,1,2009,4118,15850,8.5,21.6,0.978,5.4,0,0.4683008,4.397249
4119,1,2009,4119,10460,9.4,19,1.108,2.1,0.1,0.4652447,6.432685
4120,1,2009,4120,12518,9.3,19,1.243,3,0,0.4759086,5.733092
4121,1,2009,4121,6908,10.5,16.3,1.273,3.9,0,0.4727608,7.496228
4122,1,2009,4122,16812,10.2,20.9,1.173,1.7,0,0.4697056,4.154156
4123,1,2009,4123,11092,10.3,19.1,0.948,4,0,0.4667404,6.369063
4124,1,2009,4124,9587,8,14.4,0.968,2.1,0.8,0.4638626,6.845957
4125,1,2009,4125,13444,2.2,16.2,0.908,1.6,0.6,0.46107,5.65882
4126,1,2009,4126,13261,4.3,16.4,0.943,1.8,0,0.4583601,5.747103
4127,1,2009,4127,11397,1.9,17.1,0.973,2.3,0.2,0.4557307,6.37378
4128,1,2009,4128,11588,8.9,18.4,1.163,3.8,6.2,0.4531796,6.308113
4129,1,2009,4129,16949,8.5,20.8,1.108,4.9,0,0.4634291,4.474335
4130,1,2009,4130,20747,7.6,20.3,1.013,4,0.2,0.4608068,2.987841
4131,1,2009,4131,22554,4,18.2,0.798,2.6,0,0.4582649,2.353711
4132,1,2009,4132,23071,1.4,17.8,0.743,1.8,0.2,0.4558013,2.219894
4133,1,2009,4133,11195,5.6,18.4,1.048,1.8,11,0.4534137,6.558579
4134,1,2009,4134,6221,9.6,12.1,1.228,1.8,24,0.4511003,7.806668
4135,1,2009,4135,13313,7.2,14.7,0.948,2.1,2,0.4488591,5.989223
4136,1,2009,4136,10026,6,15.7,0.898,3.2,0.6,0.4466881,6.953061
4137,1,2009,4137,9917,5.3,13.4,0.863,2.6,0.6,0.4445856,7.000726
4138,1,2009,4138,15828,2.4,16.1,0.913,1.6,0,0.4425499,5.269305
4139,1,2009,4139,12794,4.2,17.7,1.018,2.7,0.2,0.4405791,6.222331
4140,1,2009,4140,17471,7.1,20.4,1.148,3.3,0,0.4503409,4.701221
4141,1,2009,4141,20237,7.2,20,1.173,3.1,1,0.4483247,3.697465
4142,1,2009,4142,11247,9.1,16.3,0.963,3,1,0.4463753,6.715784
4143,1,2009,4143,10070,3.8,15.2,0.913,2.3,0,0.4444911,7.036869
4144,1,2009,4144,13532,9.5,20.1,1.233,1.4,0.2,0.4426705,6.068532
4145,1,2009,4145,17826,5.3,26,1.288,1.8,0,0.4409119,4.696669
4146,1,2009,4146,10599,10.9,17.8,1.418,2.4,0.2,0.4392137,6.883367
4147,1,2009,4147,16483,9.6,23.2,1.253,2.2,0.9,0.4375746,5.212705
4148,1,2009,4148,9240,9.4,20.5,1.318,1.8,1.8,0.4359931,7.247629
4149,1,2009,4149,16446,9.9,25.8,1.263,3,1,0.434468,5.268296
4150,1,2009,4150,16015,13.8,24.4,1.528,1.9,2.2,0.4329977,5.373392
4151,1,2009,4151,13787,11.1,22.6,1.528,1.8,3,0.4425584,6.069937
4152,1,2009,4152,7469,13.4,19.2,1.478,2.1,12,0.4410665,7.657457
4153,1,2009,4153,9080,10.9,15.9,1.203,2.3,1,0.4396315,7.336141
4154,1,2009,4154,20640,6,21.3,1.123,2,0,0.4382521,4.001883
4155,1,2009,4155,16574,9.7,22.4,1.343,2.8,3,0.4369271,5.330675
4156,1,2009,4156,18685,8.1,19.9,1.248,1.4,0.2,0.4356553,4.689246
4157,1,2009,4157,24253,7.1,24.9,1.318,1.7,0,0.4344355,2.648306
4158,1,2009,4158,17262,10.3,27.6,1.488,2.1,0,0.4332668,5.135777
4159,1,2009,4159,16904,15.8,27,1.583,2.2,0.6,0.4321479,5.246664
4160,1,2009,4160,14847,13.7,23.5,1.698,1.7,0,0.4310781,5.864361
4161,1,2009,4161,17972,12,28,1.818,1.7,0,0.4300562,4.888771
4162,1,2009,4162,24479,16.3,31.1,1.898,1.4,0,0.4290814,2.493928
4163,1,2009,4163,25501,13.6,32.5,1.378,3,0,0.4281528,2.295617
4164,1,2009,4164,12676,16,20.9,1.448,3.8,1.2,0.4272696,6.533589
4165,1,2009,4165,23218,5.8,18.2,0.973,2.4,0,0.426431,3.380667
4166,1,2009,4166,11618,11.1,18.4,1.298,2.6,0.4,0.4256362,6.828306
4167,1,2009,4167,26285,9.7,22.6,1.093,4.5,0,0.4248846,2.198928
4168,1,2009,4168,26917,6.3,22.9,0.923,2.4,0,0.4343405,2.053417
4169,1,2009,4169,25138,8.8,23.1,1.088,2.9,0,0.4336099,2.687864
4170,1,2009,4170,21548,7.7,22.5,1.133,3.4,0,0.4329247,3.990933
4171,1,2009,4171,27401,10.8,25.2,1.248,4.5,0,0.4322843,1.752452
4172,1,2009,4172,26180,10.4,24.6,1.113,3.2,0,0.4316881,2.321402
4173,1,2009,4173,22939,8.7,22.6,1.063,2.1,0,0.4311354,3.564832
4174,1,2009,4174,14191,7.8,21.9,1.193,1.9,26.8,0.4306258,6.238618
4175,1,2009,4175,14518,12.5,21.1,1.368,3.2,0.1,0.4301587,6.128774
4176,1,2009,4176,12874,11,20.5,1.158,3.4,3,0.4297338,6.586664
4177,1,2009,4177,13924,9.9,21.4,1.308,2.8,6,0.4293505,6.302396
4178,1,2009,4178,17912,10.5,22,1.258,3.5,0.4,0.4290086,5.194193
4179,1,2009,4179,17772,8.1,24.1,1.283,3.3,0.2,0.4287077,5.234719
4180,1,2009,4180,21168,15.1,21.4,1.183,3.8,0,0.4284474,4.185291
4181,1,2009,4181,26763,9,24,1.248,1.3,0.2,0.4282277,2.119903
4182,1,2009,4182,28092,10.6,27.4,1.498,1.3,0,0.4280482,1.472609
4183,1,2009,4183,18596,13.6,29.3,1.843,2,11,0.4279087,4.872912
4184,1,2009,4184,11169,17.7,24.7,2.028,1.6,22,0.4278092,6.919975
4185,1,2009,4185,18643,13.3,22.8,1.438,2.1,0,0.4277496,4.944382
4186,1,2009,4186,26471,10.9,27.1,1.548,1.5,0.2,0.4277297,2.120009
4187,1,2009,4187,20430,16.3,28.6,2.043,1.3,0,0.4277496,4.223065
4188,1,2009,4188,8618,16.5,21.2,1.728,1.9,5,0.4278092,7.506831
4189,1,2009,4189,15231,11,19.5,1.178,4,0,0.4279087,5.986831
4190,1,2009,4190,15224,8.6,19.8,1.168,3.3,0,0.4280482,5.988427
4191,1,2009,4191,21864,10.9,19.5,1.063,3.8,0,0.4282277,3.984684
4192,1,2009,4192,20110,8.4,21.5,1.108,4.2,0,0.4284474,4.546019
4193,1,2009,4193,22487,11.1,24.1,1.403,2.3,0.2,0.4287077,3.645036
4194,1,2009,4194,18968,12.9,26.1,1.593,1.7,0,0.4290086,4.779714
4195,1,2009,4195,12532,15.1,25.2,1.758,2.2,14,0.4293505,6.595291
4196,1,2009,4196,15424,14,24.1,1.648,2.6,0,0.4297338,5.830153
4197,1,2009,4197,26805,12.6,27.6,1.713,1.5,0.2,0.4301587,1.832622
4198,1,2009,4198,26164,15.5,29.3,1.868,2,0.2,0.4306258,2.024841
4199,1,2009,4199,25203,16.8,30.2,1.938,2.1,0,0.4311354,2.376892
4200,1,2009,4200,22640,17,30.8,1.973,2.1,0.2,0.4316881,3.34949
4201,1,2009,4201,19229,16.3,31.1,1.953,2,0,0.4322843,4.555422
4202,1,2009,4202,17925,19.6,28.4,1.873,2.6,0,0.4329247,4.988438
4203,1,2009,4203,19991,18.3,28.1,1.873,2.4,0.8,0.4336099,4.287286
4204,1,2009,4204,11985,18.7,25.5,1.948,2.5,3,0.4343405,6.668917
4205,1,2009,4205,19188,13.9,26,1.513,2.5,0,0.4248846,4.614769
4206,1,2009,4206,11795,15,22,1.333,3,0.1,0.4256362,6.768385
4207,1,2009,4207,15630,12.4,22.6,1.273,2.4,1,0.426431,5.744633
4208,1,2009,4208,17950,13.4,22.3,1.208,3,0,0.4272696,5.045162
4209,1,2009,4209,12599,10.4,22.1,1.188,2.8,0,0.4281528,6.562825
4210,1,2009,4210,18327,11,23.9,1.268,1.3,0,0.4290814,4.878969
4211,1,2009,4211,14569,14.6,30,1.593,2.5,0,0.4300562,5.949017
4212,1,2009,4212,16044,17.5,30.8,2.008,2.5,26,0.4310781,5.427438
4213,1,2009,4213,13933,18.3,25.6,2.043,2.9,23,0.4321479,6.044636
4214,1,2009,4214,11029,16.2,24.8,1.838,1.3,0.2,0.4332668,6.84187
4215,1,2009,4215,25762,15.6,31.6,1.988,1.8,9,0.4344355,1.695017
4216,1,2009,4216,8156,16.1,19.3,1.498,3.8,0.2,0.4356553,7.523697
4217,1,2009,4217,12940,12,20.4,1.183,4.3,1,0.4369271,6.388462
4218,1,2009,4218,13074,13.7,21.5,1.378,2.6,0,0.4382521,6.309944
4219,1,2009,4219,25337,11.6,27.2,1.488,1.4,0,0.4396315,1.910324
4220,1,2009,4220,23449,15.4,28.4,1.593,4.4,4,0.4410665,2.629616
4221,1,2009,4221,17941,16.6,31.3,1.528,4,0.6,0.4425584,4.712342
4222,1,2009,4222,15239,19.3,28,1.653,3.3,6,0.4329977,5.558915
4223,1,2009,4223,12707,14.1,22.1,1.528,2.5,0,0.434468,6.318394
4224,1,2009,4224,19593,12.5,22.4,1.308,2.2,0.2,0.4359931,4.092562
4225,1,2009,4225,25825,10.2,26.7,1.318,1.3,0,0.4375746,1.481695
4226,1,2009,4226,20135,11.7,29.7,1.523,2.7,0.2,0.4392137,3.753684
4227,1,2009,4227,22994,13,25.6,1.498,1.7,0,0.4409119,2.550898
4228,1,2009,4228,25069,11.6,31.5,1.523,2.5,0,0.4426705,1.563081
4229,1,2009,4229,17195,16.6,23.4,1.333,3.4,0,0.4444911,4.791581
4230,1,2009,4230,23178,11.2,25.1,1.243,1.8,0.2,0.4463753,2.4203
4231,1,2009,4231,26051,9.9,33.4,1.408,2.7,8,0.4483247,0.9619367
4232,1,2009,4232,9545,16,20.7,1.538,2.7,7.2,0.4503409,7.040374
4233,1,2009,4233,19284,10.3,22.8,1.218,1.9,0.2,0.4405791,3.8978
4234,1,2009,4234,23874,11.2,25.4,1.273,2.1,0,0.4425499,1.860004
4235,1,2009,4235,23339,10.9,28.1,1.448,1.4,0.2,0.4445856,1.967313
4236,1,2009,4236,24492,12.2,31,1.583,1.1,3,0.4466881,1.28861
4237,1,2009,4237,12285,17.6,26.4,1.928,2.4,0.6,0.4488591,6.11419
4238,1,2009,4238,12660,18.2,26.2,1.988,2.8,0,0.4511003,5.959038
4239,1,2009,4239,11727,15.5,24.2,1.938,1.4,2.2,0.4534137,6.241496
4240,1,2009,4240,11655,16.3,25,1.813,2.3,0.4,0.4558013,6.255369
4241,1,2009,4241,21896,12.3,26.9,1.573,2.2,0,0.4582649,2.190081
4242,1,2009,4242,20561,15.9,27.3,1.673,2,0.2,0.4608068,2.715585
4243,1,2009,4243,22471,14.1,30,1.703,2.2,0,0.4634291,1.70509
4244,1,2009,4244,22135,14.7,28.7,1.693,1.6,0.2,0.4531796,1.79887
4245,1,2009,4245,23612,14.3,33.9,1.578,1.4,0,0.4557307,0.9978454
4246,1,2009,4246,21221,14.5,34,1.653,1.3,0,0.4583601,2.115564
4247,1,2009,4247,19421,15.6,32.3,1.813,1.8,0.2,0.46107,2.867477
4248,1,2009,4248,22643,16.9,32.9,1.888,1.6,0,0.4638626,1.102518
4249,1,2009,4249,22820,17.2,36.6,1.733,1.3,0,0.4667404,0.9733778
4250,1,2009,4250,22109,17.5,37.6,1.563,3.7,21,0.4697056,1.339711
4251,1,2009,4251,9502,17.7,24.7,1.793,2.2,0.6,0.4727608,6.669841
